Time	Hares	Lynxes
0.0	15.0	8.0
0.10050251256281408	15.327001765773947	7.7133580535461626
0.20100502512562815	15.703949092595712	7.456751169206071
0.30150753768844224	16.129258233181623	7.230517358050724
0.4020100502512563	16.601243592717253	7.034905375474445
0.5025125628140704	17.118015308017966	6.870147700217492
0.6030150753768845	17.677363520114877	6.736525087806406
0.7035175879396985	18.276632784994334	6.634420550889425
0.8040201005025126	18.912581821538097	6.564366640647395
0.9045226130653267	19.58123170060879	6.527084257201354
1.0050251256281408	20.27770197784752	6.523512335182112
1.105527638190955	20.996039986010135	6.554827724488945
1.206030150753769	21.729047271236222	6.622451222123022
1.306532663316583	22.46811370638811	6.728035601794789
1.407035175879397	23.20307337118592	6.8734290905583375
1.5075376884422111	23.92210257966603	7.060605715068498
1.6080402010050252	24.611687195660597	7.291552037447056
1.7085427135678393	25.256693494642285	7.568098534836817
1.8090452261306533	25.840582573506897	7.891684131885402
1.9095477386934674	26.345810462800788	8.263045481080772
2.0100502512562817	26.75445105987862	8.681830069565667
2.1105527638190957	27.049063625195004	9.14614539761716
2.21105527638191	27.213796177056317	9.65207676700806
2.311557788944724	27.23566932976864	10.193231759217165
2.412060301507538	27.105929881059215	10.760394063421858
2.512562814070352	26.821304100852753	11.341389753837632
2.613065326633166	26.384939560616022	11.921268701628815
2.71356783919598	25.806827719932333	12.48287251957568
2.814070351758794	25.103549741002457	13.007800521823096
2.9145728643216082	24.297302465549123	13.477698299097625
3.0150753768844223	23.41430016593302	13.8757070783204
3.1155778894472363	22.482782208528757	14.18785475497113
3.2160804020100504	21.53093123139387	14.40416738277172
3.3165829145728645	20.58501153513876	14.519329794888
3.4170854271356785	19.667959072226463	14.532822776940005
3.5175879396984926	18.79853756328758	14.448567579706221
3.6180904522613067	17.991053866264643	14.274193228593548
3.7185929648241207	17.255534693523355	14.020083180602315
3.819095477386935	16.598220870888237	13.698360590166562
3.919597989949749	16.022232122021965	13.32193942444798
4.020100502512563	15.528278635459525	12.903725621347748
4.120603015075377	15.115332741770276	12.4560070818079
4.2211055276381915	14.78121049470551	11.990036035855756
4.3216080402010055	14.523042180776786	11.515784195424402
4.42211055276382	14.337630927953217	11.041838546623383
4.522613065326634	14.221710803655219	10.5754032561995
4.623115577889448	14.172120372553369	10.12237478538419
4.723618090452262	14.185908755674506	9.687463074094639
4.824120603015076	14.260389850179296	9.27433717118435
4.92462311557789	14.393157709580057	8.88577973707102
5.025125628140704	14.582073136157403	8.523839900599834
5.125628140703518	14.825228874190117	8.18997783381794
5.226130653266332	15.120898634091011	7.88519727492885
5.326633165829146	15.467472969318933	7.610164558162112
5.42713567839196	15.863384152441961	7.365313782082531
5.527638190954774	16.307020397074954	7.150939027643981
5.628140703517588	16.796629571905743	6.967274601585592
5.728643216080402	17.330211802719973	6.8145646706429766
5.8291457286432165	17.905400229331434	6.69312346453369
5.9296482412060305	18.519329234055114	6.603386995434974
6.030150753768845	19.168489901650492	6.5459567360363815
6.130653266331659	19.848573254284027	6.521635165298808
6.231155778894473	20.554303361046944	6.531451967529523
6.331658291457287	21.27926439715109	6.576678828795323
6.432160804020101	22.01572882962196	6.65882918727044
6.532663316582915	22.754497920639093	6.779637633699691
6.633165829145729	23.484771201504902	6.941011663735314
6.733668341708543	24.194067826326208	7.144946392119336
6.834170854271357	24.868229627821975	7.393391249022563
6.934673366834171	25.49154269376157	7.688056696905156
7.035175879396985	26.047018870565406	8.030150266940154
7.135678391959799	26.516878662121016	8.420035508324855
7.236180904522613	26.883268079536	8.856818542582934
7.336683417085427	27.129220293686345	9.337879262276537
7.437185929648241	27.23983907267698	9.858391393184537
7.5376884422110555	27.20362578489568	10.41089825985106
7.63819095477387	27.013817652102105	10.985036097662961
7.738693467336684	26.66954561487451	11.567511807565456
7.839195979899498	26.176598423981396	12.14242813469626
7.939698492462312	25.54759536722791	12.69200947923458
8.040201005025127	24.801451100774216	13.197706870128581
8.14070351758794	23.962139674645385	13.641572215097872
8.241206030150755	23.056910328855565	14.007712700805573
8.341708542713569	22.11422149354305	14.283598379679246
8.442211055276383	21.161711533830648	14.4610134290538
8.542713567839197	20.224490181936854	14.536516800376427
8.643216080402011	19.323942138810423	14.511378982615804
8.743718592964825	18.477106748759297	14.391063286555175
8.84422110552764	17.696587706602255	14.184387696325999
8.944723618090453	16.990870936695018	13.902530323294927
9.045226130653267	16.364901982717612	13.558026989766736
9.145728643216081	15.820781402399573	13.163873511827425
9.246231155778895	15.358469257109943	12.73279755231948
9.34673366834171	14.976425908203986	12.276724517908779
9.447236180904524	14.672151617413832	11.806430102545823
9.547738693467338	14.442612964580242	11.331354341997027
9.648241206030152	14.284560641712357	10.859542560507197
9.748743718592966	14.194752750394468	10.397679302373476
9.84924623115578	14.170100161093384	9.95118432562707
9.949748743718594	14.207750714845456	9.524345478630583
10.050251256281408	14.305127002087684	9.120469303386763
10.150753768844222	14.459929529817927	8.742035915972894
10.251256281407036	14.670114242632586	8.39084927631201
10.35175879396985	14.933850944527267	8.068177378614564
10.452261306532664	15.249466973181583	7.774879616273761
10.552763819095478	15.615378573167073	7.511520431128207
10.653266331658292	16.030011670755307	7.278469305929824
10.753768844221106	16.49171203074558	7.075988202741337
10.85427135678392	16.99864474495901	6.904307528648617
10.954773869346734	17.548682325759778	6.763691979510404
11.055276381909549	18.13928066536196	6.654497359592224
11.155778894472363	18.76734229703733	6.577219165430114
11.256281407035177	19.429066986901677	6.532533151142503
11.35678391959799	20.119790718469556	6.521327418382488
11.457286432160805	20.833815804639404	6.544724545005237
11.557788944723619	21.564237324802008	6.604091053241737
11.658291457286433	22.302774069297925	6.701030190900654
11.758793969849247	23.03961923680593	6.837350978279992
11.859296482412061	23.763325555217108	7.015007507636179
11.959798994974875	24.460755169622352	7.235995989310937
12.06030150753769	25.117123749819083	7.502199733757673
12.160804020100503	25.716179188837977	7.815169478015092
12.261306532663317	26.240556574063355	8.175829947996364
12.361809045226131	26.67234871226254	8.584109473065867
12.462311557788945	26.99391837485227	9.038501311568675
12.56281407035176	27.188951807600958	9.535585086177722
12.663316582914574	27.243709898173922	10.069557733563299
12.763819095477388	27.1483785914013	10.631855472404997
12.864321608040202	26.898362230449436	11.210962820429474
12.964824120603016	26.4953139719132	11.79251573342258
13.06532663316583	25.94769089391068	12.359779439678924
13.165829145728644	25.270659658216143	12.894528753036147
13.266331658291458	24.485280535537196	13.378275467668725
13.366834170854272	23.617032967682967	13.793699585676226
13.467336683417086	22.69388605746561	14.126073784648657
13.5678391959799	21.744208731996675	14.364454767568457
13.668341708542714	20.794835538503193	14.502454595888143
13.768844221105528	19.869540860774997	14.538496028374157
13.869346733668342	18.988065196824586	14.475559658387732
13.969849246231156	18.16571122169926	14.320522756773679
14.07035175879397	17.41342894304777	14.083240889936034
14.170854271356784	16.73825212960121	13.775534474533718
14.271356783919598	16.143936864149296	13.410216165410734
14.371859296482413	15.6316715340378	13.000253614913913
14.472361809045227	15.200762981450087	12.558115855011975
14.57286432160804	14.84924100589476	12.095313728626117
14.673366834170855	14.574354269316924	11.622118777356384
14.773869346733669	14.372953348570249	11.14743084757251
14.874371859296483	14.241769979996802	10.678758970630913
14.974874371859297	14.177608021683326	10.222282825975377
15.075376884422111	14.177463158918396	9.782965722507063
15.175879396984925	14.23858752730892	9.364696235265015
15.27638190954774	14.358512817291654	8.97044180281336
15.376884422110553	14.535042513516697	8.602402718799976
15.477386934673367	14.766221391899455	8.262158924272072
15.577889447236181	15.050287804559822	7.950805431887074
15.678391959798995	15.385612378206469	7.669074404186091
15.77889447236181	15.770625087026703	7.417443458938932
15.879396984924623	16.203731985908142	7.196230617366979
15.979899497487438	16.683221253742516	7.005677156219545
16.080402010050253	17.207158354985978	6.846019489366537
16.180904522613066	17.77326950576369	6.7175513949251835
16.28140703517588	18.37881274991567	6.620677567672562
16.381909547738694	19.020436253907153	6.555959105207489
16.48241206030151	19.69402419679898	6.524150867516247
16.582914572864322	20.394531837588815	6.526229979637539
16.683417085427138	21.115813446294162	6.5634134050381
16.78391959798995	21.850449303145407	6.63716152177471
16.884422110552766	22.589582302057014	6.749162571621794
16.984924623115578	23.32277956379801	6.901291206972466
17.085427135678394	24.03793920259021	7.095532649209852
17.185929648241206	24.721272512515192	7.333861031468685
17.286432160804022	25.357395444190097	7.618060530325475
17.386934673366834	25.92957076624192	7.949477985132555
17.48743718592965	26.420142438351153	8.32869943262436
17.587939698492463	26.811197948108653	8.75515137181344
17.68844221105528	27.08547629414942	9.226641930421115
17.78894472361809	27.227506154287465	9.73887857769602
17.889447236180906	27.224910672557762	10.28502368145582
17.98994974874372	27.069757671311915	10.855376264441558
18.090452261306535	26.759776001844383	11.437283833377425
18.190954773869347	26.299226675497536	12.015383061461547
18.291457286432163	25.699221658819727	12.572234878124219
18.391959798994975	24.977351464891424	13.089350857016498
18.49246231155779	24.15659742551586	13.54852185142352
18.592964824120603	23.263650520040446	13.93327283348116
18.69346733668342	22.32688126597596	14.230223609766263
18.79396984924623	21.37427499488226	14.430134725474986
18.894472361809047	20.431631064453313	14.52848448321376
18.99497487437186	19.521241569772855	14.525520260707731
19.095477386934675	18.661142906429564	14.425831494935188
19.195979899497488	17.864915425651304	14.237569252212424
19.296482412060303	17.14192287673479	13.971472465238946
19.396984924623116	16.49784446186122	13.639856394852197
19.49748743718593	15.935354742676623	13.255683905780609
19.597989949748744	15.454833846131324	12.831795932322004
19.69849246231156	15.055026819592927	12.380333756797278
19.798994974874372	14.733607668587934	11.912351645175765
19.899497487437188	14.487630990072995	11.437597444090763
20.0	14.313873310733575	10.964428187603602
